UNIQUE_ID,DATE,DISTRICT_CURRENT,VDC_MUNICIPALITY,WARD_CURRENT,CASTE_ETHNICITY,SEX_OF_RESPONDENTS,AGE_OF_RESPONDENTS,EDUCATION_OF_RESPONDENTS,WALKING_DISTANCE,Household_Size,Highest_Education,Primary_Occupation,Income,Damage_Category,Months_Recon,Recon_Completed,Amount_Spent,Govt_Grant,Home_Safe,Satisfaction_Level,Freedom_Choice
326132,2019-01-09,1,3,2,117,2,24,1,0.5,3,1,3,3,4,1,100,300000,300000,1,10,9
336135,2019-01-09,1,3,2,67,2,46,7,0,5,3,4,3,4,,60,500000,200000,-1,5,5
346135,2019-01-09,1,3,2,67,1,68,7,0,3,7,1,2,4,6,100,450000,300000,1,8,7
356135,2019-01-09,1,3,2,67,1,60,7,0,8,3,1,2,4,4,100,700000,300000,1,10,9
376139,2019-01-10,1,3,9,44,2,22,7,0.25,5,1,1,2,4,6,100,400000,200000,1,7,7
386139,2019-01-10,1,3,9,44,2,45,7,0.25,5,2,1,2,4,4,100,500000,300000,1,8,6
396139,2019-01-10,1,3,9,44,1,26,2,0,6,2,1,2,4,1,100,400000,300000,1,9,9
406139,2019-01-10,1,3,9,44,1,51,1,0,5,2,1,2,4,1,100,160000,200000,1,8,5
416139,2019-01-10,1,3,9,44,1,70,7,0,2,7,1,1,4,1,100,200000,200000,1,7,8
426139,2019-01-10,1,3,9,44,2,45,7,0,2,3,1,2,4,1,100,250000,300000,1,7,9
436139,2019-01-10,1,3,9,44,1,60,7,0.25,2,7,1,2,4,2,100,250000,300000,1,7,8
446139,2019-01-10,1,3,9,44,1,68,7,0.33,6,7,1,1,4,4,100,350000,300000,1,8,5
456139,2019-01-10,1,3,9,44,1,27,1,0,3,1,3,3,4,4,100,400000,300000,1,9,6
466139,2019-01-10,1,3,9,44,1,72,7,0,1,7,1,1,4,1,100,400000,300000,1,8,4
476139,2019-01-10,1,3,9,44,2,41,7,0,7,2,1,2,4,6,100,300000,200000,1,9,7
486136,2019-01-11,1,3,6,77,2,36,2,0,4,4,3,4,4,2,100,850000,300000,1,8,8
496136,2019-01-11,1,3,6,77,2,62,1,0.25,1,1,1,1,4,1,100,350000,300000,1,9,3
506136,2019-01-11,1,3,6,77,2,52,7,0.25,1,7,1,2,4,2,100,800000,300000,1,9,8
516136,2019-01-11,1,3,6,77,2,60,7,0,5,3,1,4,4,4,100,700000,300000,1,10,5
526137,2019-01-11,1,3,7,125,2,45,7,0,2,7,1,2,4,3,100,400000,300000,1,8,6
536137,2019-01-11,1,3,7,52,1,55,1,0,4,3,1,4,4,11,100,950000,300000,1,9,10
546137,2019-01-11,1,3,7,84,1,49,2,0.33,3,2,1,3,4,1,100,500000,300000,1,10,10
556137,2019-01-11,1,3,7,125,2,65,7,0.25,6,2,1,2,4,1,100,700000,300000,1,8,10
566136,2019-01-11,1,3,6,77,2,75,7,0,5,2,6,3,4,2,100,500000,300000,1,9,7
576136,2019-01-11,1,3,6,9,2,71,7,0,1,7,1,1,4,1,100,400000,300000,1,9,9
586138,2019-01-12,1,3,8,125,1,74,2,0,2,2,1,3,4,3,100,500000,300000,1,10,6
596138,2019-01-12,1,3,8,125,2,22,2,0,6,4,5,4,4,3,100,1000000,300000,1,10,10
606138,2019-01-12,1,3,8,125,2,52,7,0,4,3,1,2,4,,80,300000,250000,-1,5,5
616138,2019-01-12,1,3,8,125,2,52,7,0,2,7,3,3,4,2,100,1450000,300000,1,10,10
17145,2019-01-05,1,4,5,9,2,50,7,0,7,2,3,1,4,12,100,800000,300000,1,5,1
27145,2019-01-05,1,4,5,9,2,35,7,0,4,2,4,2,4,4,100,400000,200000,1,5,1
37145,2019-01-05,1,4,5,44,2,48,7,0,5,2,1,2,4,13,100,200000,50000,1,5,5
47146,2019-01-05,1,4,6,77,2,20,2,0.5,6,2,1,7,4,1,100,300000,200000,0,10,5
57142,2019-01-05,1,4,2,67,2,18,3,0,7,4,1,2,4,1,100,400000,300000,1,5,1
67142,2019-01-05,1,4,2,67,1,56,7,0,8,3,1,7,4,1,100,600000,300000,0,5,1
77142,2019-01-05,1,4,2,67,2,30,7,0,3,7,4,2,4,1,100,400000,300000,1,5,1
87144,2019-01-06,1,4,4,67,1,67,7,0,7,4,1,2,4,5,100,900000,300000,1,10,10
97144,2019-01-06,1,4,4,67,1,76,7,0.25,7,2,1,7,4,2,100,550000,300000,1,10,5
107144,2019-01-06,1,4,4,67,1,69,7,0,8,3,1,7,4,3,100,500000,300000,0,5,1
117143,2019-01-06,1,4,3,67,2,35,7,0,5,1,1,7,4,2,100,-1,300000,1,10,10
127143,2019-01-06,1,4,3,67,1,55,1,0.25,8,2,1,7,4,1,100,500000,300000,1,7,10
137131,2019-01-08,1,3,1,44,1,27,2,0,5,2,1,2,4,2,100,800000,300000,1,6,5
147131,2019-01-08,1,3,1,44,1,19,2,0,7,2,1,7,4,,100,700000,200000,1,9,1
157131,2019-01-08,1,3,1,44,1,73,1,0,6,7,1,7,4,2,100,400000,300000,1,10,1
167131,2019-01-08,1,3,1,44,2,36,7,0,5,2,1,7,4,,80,700000,300000,1,10,10
177131,2019-01-08,1,3,1,44,2,67,7,0,11,2,1,7,4,1,100,600000,200000,1,5,1
187133,2019-01-08,1,3,3,9,1,66,7,0,4,2,1,7,4,1,100,700000,300000,1,5,1
197133,2019-01-08,1,3,3,9,1,57,1,0,7,1,1,7,4,2,100,800000,300000,1,7,1
207133,2019-01-08,1,3,3,9,2,57,7,0,7,2,3,1,4,4,100,500000,300000,1,5,10
217133,2019-01-08,1,3,3,9,1,65,7,0,7,2,1,7,4,2,100,650000,300000,1,10,10
227133,2019-01-08,1,3,3,52,2,19,3,0,4,3,1,3,4,1,100,400000,300000,1,7,5
237134,2019-01-09,1,3,4,125,2,37,2,0,4,3,3,3,4,,40,1800000,300000,1,5,8
247134,2019-01-09,1,3,4,125,1,40,2,0.5,6,3,1,3,4,3,100,700000,300000,1,5,1
257134,2019-01-09,1,3,4,67,2,53,7,0,6,3,4,2,4,9,100,500000,300000,1,5,10
267134,2019-01-09,1,3,4,67,1,41,2,0,6,3,1,3,4,2,100,700000,300000,1,6,10
277134,2019-01-09,1,3,4,125,2,46,7,0,5,4,1,7,4,1,100,350000,300000,1,5,1
287134,2019-01-09,1,3,4,125,2,38,7,0,13,7,1,7,4,2,100,300000,300000,1,8,1
297133,2019-01-09,1,3,3,86,1,66,2,0.33,3,2,5,3,4,1,100,300000,300000,1,5,1
307133,2019-01-09,1,3,3,86,1,33,2,0.33,5,2,1,2,4,,100,530000,300000,1,6,1
317139,2019-01-10,1,3,9,44,1,42,7,0,6,2,1,2,4,1,100,300000,200000,1,5,1
327139,2019-01-10,1,3,9,44,1,40,7,0,7,3,1,7,4,2,100,-1,200000,1,5,1
337139,2019-01-10,1,3,9,44,1,36,7,0,2,7,4,7,4,2,100,300000,200000,1,10,10
347139,2019-01-10,1,3,9,44,1,48,7,0,12,2,1,7,4,1,100,200000,300000,-1,5,1
357139,2019-01-10,1,3,9,44,2,45,7,0,6,1,1,7,4,2,100,300000,300000,-1,5,1
367139,2019-01-10,1,3,9,44,1,59,7,0,8,2,1,2,4,2,100,170000,300000,1,5,1
377139,2019-01-10,1,3,9,44,1,33,2,0,4,2,1,7,4,1,100,200000,200000,1,10,10
387139,2019-01-10,1,3,9,44,2,62,7,0,8,2,1,7,4,1,100,500000,300000,1,5,10
397139,2019-01-10,1,3,9,44,2,20,1,0,4,2,1,2,4,1,100,100000,300000,1,5,1
407139,2019-01-10,1,3,9,44,1,66,7,0,5,2,1,7,4,1,100,200000,200000,1,5,10
417139,2019-01-10,1,3,9,44,1,54,7,0,7,2,1,3,4,1,100,250000,300000,1,5,10
427139,2019-01-10,1,3,9,44,2,30,7,0,4,2,4,7,4,1,100,200000,300000,1,5,10
437136,2019-01-11,1,3,6,77,1,42,2,0,5,4,3,3,4,2,100,500000,300000,1,5,10
447136,2019-01-11,1,3,6,77,1,55,2,0,5,3,1,7,4,1,100,500000,300000,1,10,4
457136,2019-01-11,1,3,6,77,2,28,2,0.25,3,2,4,2,4,2,100,450000,300000,-1,10,10
467136,2019-01-11,1,3,6,77,1,58,1,0,5,5,1,7,4,3,100,950000,300000,1,5,1
477137,2019-01-11,1,3,7,125,2,65,7,0,6,1,1,7,4,2,100,800000,300000,0,5,10
487137,2019-01-11,1,3,7,125,2,56,7,0,6,2,1,7,4,3,100,500000,300000,1,10,1
497137,2019-01-11,1,3,7,125,2,66,7,0,9,2,1,7,4,2,100,500000,300000,1,6,1
507136,2019-01-11,1,3,6,9,2,35,2,0,5,3,3,2,4,12,100,600000,300000,1,5,10
517136,2019-01-11,1,3,6,77,1,20,4,0,6,4,5,4,4,1,100,500000,300000,1,6,1
527136,2019-01-11,1,3,6,77,1,58,7,0,13,4,1,4,4,3,100,600000,300000,1,5,1
537138,2019-01-12,1,3,8,125,2,53,7,0,3,5,1,7,4,2,100,300000,0,0,5,1
547137,2019-01-12,1,3,7,125,2,53,7,0,5,4,1,2,4,3,100,700000,300000,1,10,10
557138,2019-01-12,1,3,8,125,2,43,7,0,4,3,1,2,4,3,100,500000,200000,1,10,10
